cod_transacao;num_conta;data_transacao;nome_transacao;valor_transacao
214;214;2017-04-25 21:58:46 UTC;Depósito em espécie;2147
8551;580;2014-06-13 23:04:41 UTC;Transferência entre CC - Crédito;2147
6687;117;2022-11-28 08:01:11 UTC;Pix - Recebido;2148
8918;224;2019-11-07 20:54:30 UTC;Depósito em espécie;2149
20072;274;2022-11-01 16:55:22 UTC;Pix - Recebido;2152
4;4;2017-05-05 23:00:05 UTC;Depósito em espécie;2153
15510;534;2015-05-09 04:03:23 UTC;Depósito em espécie;2154
38501;38;2022-12-12 12:52:40 UTC;Depósito em espécie;2154
4287;244;2012-06-25 06:09:25 UTC;Depósito em espécie;2154
7886;40;2015-10-25 09:01:29 UTC;Depósito em espécie;2156
65888;872;2022-12-30 00:00:00.504472 UTC;Depósito em espécie;2156
32267;283;2019-02-02 00:13:04 UTC;Depósito em espécie;2158
51915;819;2022-12-30 00:00:00.131765 UTC;Pix - Recebido;2159
828;828;2021-12-27 05:25:53 UTC;Depósito em espécie;2159
48055;721;2022-12-29 23:59:59.436407 UTC;Depósito em espécie;2161
646;646;2018-08-23 17:20:31 UTC;TED - Recebido;2163
14360;821;2013-05-11 20:41:45 UTC;Depósito em espécie;2163
29836;255;2022-12-30 00:00:00.261807 UTC;Depósito em espécie;2163
65659;375;2022-12-29 23:59:04 UTC;Depósito em espécie;2164
37791;631;2012-03-10 16:08:35 UTC;Depósito em espécie;2164
47020;385;2020-11-13 11:53:15 UTC;Depósito em espécie;2164
536;536;2021-01-01 17:53:25 UTC;Depósito em espécie;2165
30695;977;2020-11-14 19:52:09 UTC;Depósito em espécie;2165
19113;495;2021-08-06 03:55:49 UTC;Pix - Recebido;2168
32209;174;2021-07-06 13:12:52 UTC;Depósito em espécie;2168
5103;683;2022-09-01 12:55:43 UTC;Pix - Recebido;2169
70828;480;2022-11-01 16:24:49 UTC;Pix - Recebido;2169
39022;800;2021-04-13 19:03:12 UTC;Depósito em espécie;2169
7483;417;2022-12-29 15:08:19 UTC;Pix - Recebido;2172
50470;304;2020-05-26 03:07:24 UTC;Depósito em espécie;2172
64652;232;2020-05-21 03:27:12 UTC;Depósito em espécie;2172
19194;159;2022-11-15 04:29:39 UTC;Pix - Recebido;2173
27334;243;2021-01-01 17:45:08 UTC;Pix - Recebido;2173
12322;413;2020-09-24 15:29:24 UTC;Depósito em espécie;2173
2656;786;2019-08-16 19:00:10 UTC;Depósito em espécie;2174
51297;321;2022-12-29 22:11:01 UTC;Pix - Recebido;2175
861;861;2018-07-21 04:16:21 UTC;TED - Recebido;2176
69473;73;2017-05-21 07:44:57 UTC;Depósito em espécie;2176
19850;314;2018-02-23 01:35:34 UTC;Depósito em espécie;2177
71995;407;2021-11-15 10:22:45 UTC;Pix - Recebido;2178
46581;708;2022-02-23 08:53:40 UTC;Pix - Recebido;2178
7562;134;2014-05-22 09:54:00 UTC;Depósito em espécie;2179
65262;513;2022-12-30 00:00:00.347367 UTC;Pix - Recebido;2182
62240;801;2022-12-29 23:59:59.776469 UTC;Pix - Recebido;2182
52867;599;2022-03-25 06:11:51 UTC;Pix - Recebido;2184
19055;213;2022-12-05 10:15:27 UTC;Pix - Recebido;2184
4088;989;2021-12-17 19:30:09 UTC;Pix - Recebido;2184
35725;503;2022-12-29 23:16:08 UTC;Depósito em espécie;2184
62639;172;2022-12-08 10:37:39 UTC;Pix - Recebido;2185
45912;556;2022-10-22 20:16:20 UTC;Depósito em espécie;2187
46570;344;2022-12-29 23:59:59.421957 UTC;Depósito em espécie;2188
48760;24;2022-12-29 19:30:51 UTC;Pix - Recebido;2189
51318;508;2022-12-18 22:53:07 UTC;Depósito em espécie;2189
64283;96;2022-12-29 23:59:59.935766 UTC;Pix - Recebido;2195
25078;301;2017-06-01 13:31:54 UTC;Depósito em espécie;2196
24107;851;2022-12-29 23:59:43 UTC;Pix - Recebido;2197
21541;125;2022-06-08 11:34:35 UTC;Pix - Recebido;2197
65231;978;2022-12-30 00:00:00.876344 UTC;Estorno de Debito;2197
54695;977;2021-06-15 07:05:53 UTC;Depósito em espécie;2197
49791;503;2022-12-29 23:59:57 UTC;Pix - Recebido;2198
3463;514;2022-07-08 20:42:44 UTC;Depósito em espécie;2198
21389;57;2018-04-30 18:45:59 UTC;Depósito em espécie;2199
42986;200;2020-09-24 21:10:48 UTC;Depósito em espécie;2199
68573;550;2022-12-30 00:00:00.607117 UTC;DOC - Recebido;2200
5799;62;2010-12-27 16:02:38 UTC;Depósito em espécie;2202
2765;184;2020-09-23 11:18:17 UTC;Transferência entre CC - Crédito;2202
466;466;2022-11-14 21:38:40 UTC;TED - Recebido;2203
41636;965;2022-12-30 00:00:00.295371 UTC;Depósito em espécie;2203
33700;782;2020-12-14 01:56:13 UTC;Depósito em espécie;2204
11920;584;2015-02-16 20:01:53 UTC;Depósito em espécie;2204
53712;300;2022-12-29 23:59:46 UTC;Pix - Recebido;2205
44004;582;2022-12-20 12:53:59 UTC;Pix - Recebido;2205
31927;996;2022-12-29 05:53:03 UTC;Pix - Recebido;2206
56967;879;2019-06-10 16:55:15 UTC;Depósito em espécie;2206
70406;432;2022-12-29 23:59:59.216065 UTC;Depósito em espécie;2206
38294;221;2021-10-06 20:30:17 UTC;Depósito em espécie;2206
29644;339;2020-12-14 05:18:54 UTC;Depósito em espécie;2208
50799;784;2022-12-29 23:59:59.541585 UTC;Pix - Recebido;2214
18416;881;2022-02-28 17:33:47 UTC;Pix - Recebido;2214
35679;250;2022-10-20 09:46:29 UTC;Pix - Recebido;2214
13104;886;2014-12-17 03:21:20 UTC;Depósito em espécie;2214
10581;674;2022-12-16 13:37:32 UTC;Pix - Recebido;2215
54731;172;2022-07-23 08:47:55 UTC;Pix - Recebido;2215
21365;864;2019-09-30 17:29:21 UTC;Depósito em espécie;2215
35716;352;2022-12-29 23:59:59.22376 UTC;Estorno de Debito;2216
8479;172;2020-07-02 15:54:39 UTC;Transferência entre CC - Crédito;2216
4045;1;2017-07-19 23:20:24 UTC;Depósito em espécie;2217
9095;183;2020-04-11 23:25:05 UTC;Depósito em espécie;2217
60997;475;2022-12-29 23:59:59.968501 UTC;Pix - Recebido;2219
26974;555;2013-12-09 04:40:39 UTC;Estorno de Debito;2219
24855;122;2017-05-13 01:07:07 UTC;Transferência entre CC - Crédito;2219
11898;86;2016-12-26 18:46:46 UTC;Depósito em espécie;2221
39886;521;2022-12-29 23:59:47 UTC;Pix - Recebido;2222
44332;516;2022-12-29 07:44:51 UTC;Pix - Recebido;2223
50797;787;2022-12-19 01:52:12 UTC;Pix - Recebido;2223
50373;756;2022-12-30 00:00:00.763835 UTC;Pix - Recebido;2223
5577;18;2021-08-20 03:52:50 UTC;Depósito em espécie;2223
12443;406;2019-05-03 16:38:26 UTC;Depósito em espécie;2223
23453;176;2019-06-16 13:18:47 UTC;Transferência entre CC - Crédito;2223
35009;695;2022-12-30 00:00:00.10109 UTC;Pix - Recebido;2224
18899;462;2017-03-20 18:59:26 UTC;TED - Recebido;2225
5248;396;2022-08-23 11:10:09 UTC;Pix - Recebido;2227
68221;731;2022-12-13 02:57:28 UTC;Pix - Recebido;2228
3747;407;2019-05-24 09:01:00 UTC;Depósito em espécie;2229
32276;766;2022-12-28 00:54:08 UTC;TED - Recebido;2230
9371;274;2020-06-30 09:10:41 UTC;Depósito em espécie;2231
40085;83;2022-12-29 23:59:59.208547 UTC;Pix - Recebido;2232
994;994;2015-12-12 13:28:42 UTC;TED - Recebido;2232
48511;992;2022-10-09 10:57:36 UTC;Pix - Recebido;2234
7021;362;2019-12-07 17:21:02 UTC;Depósito em espécie;2235
7858;264;2021-06-03 21:39:02 UTC;Pix - Recebido;2239
21416;881;2022-03-02 16:53:51 UTC;Pix - Recebido;2239
844;844;2022-10-07 14:07:20 UTC;Depósito em espécie;2239
62020;683;2022-12-30 00:00:00.536966 UTC;Pix - Recebido;2241
35291;161;2019-01-18 16:09:50 UTC;Depósito em espécie;2241
10117;825;2022-08-04 03:08:56 UTC;Pix - Recebido;2243
3889;175;2015-12-26 15:21:21 UTC;Depósito em espécie;2243
10556;653;2016-07-15 05:28:20 UTC;Transferência entre CC - Crédito;2243
11239;201;2022-03-17 01:50:11 UTC;Pix - Recebido;2245
27235;951;2019-03-17 09:42:48 UTC;Depósito em espécie;2246
15872;752;2019-03-15 00:32:10 UTC;Depósito em espécie;2246
57408;329;2022-12-30 00:00:00 UTC;Pix - Recebido;2247
8577;583;2020-07-27 16:57:52 UTC;Depósito em espécie;2248
23301;204;2021-07-04 22:55:57 UTC;Depósito em espécie;2248
16120;234;2021-06-19 03:50:14 UTC;Depósito em espécie;2248
711;711;2023-01-05 04:57:57 UTC;TED - Recebido;2251
26562;550;2022-11-18 03:49:58 UTC;Pix - Recebido;2252
46675;735;2017-04-28 03:03:35 UTC;Depósito em espécie;2252
62093;613;2022-05-09 17:44:53 UTC;Depósito em espécie;2253
11684;284;2020-04-07 03:33:41 UTC;Depósito em espécie;2255
63898;815;2022-12-29 23:59:59.651083 UTC;Pix - Recebido;2256
67962;241;2022-12-29 23:59:59.006317 UTC;Pix - Recebido;2256
10069;309;2016-10-11 07:34:43 UTC;Estorno de Debito;2257
53945;616;2022-11-29 07:04:39 UTC;Pix - Recebido;2259
11905;295;2017-12-19 03:44:18 UTC;Depósito em espécie;2259
45521;120;2022-12-29 23:59:59.905277 UTC;Pix - Recebido;2261
4689;253;2022-10-14 20:47:51 UTC;Pix - Recebido;2261
31289;779;2015-01-17 19:37:04 UTC;Depósito em espécie;2262
8280;86;2016-09-27 13:55:30 UTC;Depósito em espécie;2262
10389;291;2012-05-25 16:51:09 UTC;Depósito em espécie;2263
51752;136;2022-12-29 23:59:59.434973 UTC;Depósito em espécie;2263
34617;233;2017-05-28 21:55:41 UTC;Depósito em espécie;2263
18232;521;2022-12-03 06:21:51 UTC;Pix - Recebido;2264
67887;575;2022-05-26 20:15:38 UTC;Pix - Recebido;2265
48663;616;2022-08-21 00:25:18 UTC;Pix - Recebido;2265
224;224;2019-10-08 17:38:32 UTC;Depósito em espécie;2265
15497;120;2022-07-18 13:55:14 UTC;Pix - Recebido;2266
6070;847;2017-11-22 23:10:51 UTC;Estorno de Debito;2266
62037;482;2022-09-03 00:59:36 UTC;Depósito em espécie;2266
949;949;2016-07-24 18:20:01 UTC;TED - Recebido;2267
9623;255;2022-12-29 19:40:25 UTC;Pix - Recebido;2268
69213;115;2016-08-13 02:31:24 UTC;Depósito em espécie;2268
5008;51;2022-08-06 02:09:28 UTC;Pix - Recebido;2269
588;588;2019-09-25 02:26:35 UTC;Depósito em espécie;2269
68642;755;2022-12-29 23:59:59.478067 UTC;Pix - Recebido;2272
19499;435;2011-11-21 20:04:41 UTC;Depósito em espécie;2272
857;857;2017-06-10 11:23:37 UTC;Depósito em espécie;2273
37296;90;2015-06-18 21:42:42 UTC;Depósito em espécie;2274
16255;107;2020-09-17 22:51:51 UTC;Depósito em espécie;2274
66411;952;2022-08-11 17:17:34 UTC;Pix - Recebido;2275
11632;298;2012-08-22 15:40:00 UTC;Depósito em espécie;2275
374;374;2013-08-04 20:50:12 UTC;Depósito em espécie;2275
23603;688;2019-05-08 19:00:11 UTC;Depósito em espécie;2275
14270;998;2014-02-20 02:18:52 UTC;Depósito em espécie;2275
21757;168;2014-06-11 03:00:44 UTC;Depósito em espécie;2276
66672;56;2022-12-29 23:59:59.243699 UTC;Pix - Recebido;2277
28101;970;2021-09-26 07:44:35 UTC;Pix - Recebido;2277
69140;525;2017-10-20 16:54:45 UTC;Depósito em espécie;2277
67932;58;2022-12-30 00:00:00.726668 UTC;Pix - Recebido;2278
58553;316;2022-12-29 23:58:04 UTC;Pix - Recebido;2281
6342;479;2022-11-06 22:12:48 UTC;Pix - Recebido;2281
1790;844;2022-10-25 13:05:13 UTC;Depósito em espécie;2281
141;141;2012-05-17 17:15:42 UTC;Depósito em espécie;2281
30712;18;2022-12-28 01:12:30 UTC;Pix - Recebido;2282
24650;242;2011-11-29 13:49:34 UTC;Depósito em espécie;2285
40668;533;2022-11-26 22:59:53 UTC;Pix - Recebido;2286
45830;420;2016-03-10 16:04:27 UTC;Depósito em espécie;2288
16327;766;2022-02-26 08:38:49 UTC;Depósito em espécie;2288
2789;269;2014-02-26 16:53:38 UTC;Depósito em espécie;2291
3123;573;2021-06-06 08:55:06 UTC;Depósito em espécie;2291
32505;555;2013-12-14 04:39:15 UTC;Estorno de Debito;2292
9246;354;2020-06-05 16:22:50 UTC;Depósito em espécie;2292
36701;676;2017-07-21 16:11:54 UTC;Depósito em espécie;2292
54433;608;2019-06-11 01:12:12 UTC;Estorno de Debito;2293
14184;935;2022-12-25 22:58:17 UTC;Pix - Recebido;2295
42122;680;2018-11-12 13:08:52 UTC;Depósito em espécie;2296
42856;16;2022-10-26 00:40:26 UTC;Pix - Recebido;2297
68726;138;2022-12-29 23:59:59.40398 UTC;Pix - Recebido;2298
34589;182;2022-12-19 18:17:14 UTC;Pix - Recebido;2298
33799;250;2022-10-06 12:19:07 UTC;Pix - Recebido;2298
10375;13;2023-01-08 07:02:40.309625 UTC;Depósito em espécie;2302
37104;400;2022-11-06 03:21:52 UTC;Pix - Recebido;2303
41919;957;2022-12-29 23:58:58 UTC;Pix - Recebido;2303
8498;659;2013-02-23 15:48:11 UTC;Depósito em espécie;2303
53515;410;2022-12-30 00:00:00.833975 UTC;Estorno de Debito;2304
18289;885;2018-07-23 01:02:40 UTC;DOC - Recebido;2305
71760;778;2022-12-29 23:59:59.562888 UTC;Pix - Recebido;2305
41494;316;2022-11-21 14:16:49 UTC;Pix - Recebido;2305
44586;887;2022-12-05 14:07:05 UTC;Pix - Recebido;2305
44789;949;2021-02-11 22:48:51 UTC;Pix - Recebido;2307
2988;678;2017-09-10 22:20:30 UTC;Depósito em espécie;2307
802;802;2015-12-03 19:17:58 UTC;Depósito em espécie;2309
28345;86;2021-07-14 03:11:42 UTC;Pix - Recebido;2314
10714;377;2018-11-26 20:02:05 UTC;Depósito em espécie;2315
38484;129;2016-07-07 05:53:00 UTC;Depósito em espécie;2315
16771;983;2022-11-12 00:22:32 UTC;Pix - Recebido;2316
40746;581;2019-02-16 13:58:19 UTC;Depósito em espécie;2316
14493;666;2018-05-04 00:35:28 UTC;Transferência entre CC - Crédito;2316
38249;87;2022-07-25 03:06:07 UTC;Pix - Recebido;2318
8178;311;2021-12-07 05:19:14 UTC;Pix - Recebido;2319
50582;24;2022-12-29 22:59:07 UTC;Depósito em espécie;2319
30955;317;2021-05-19 21:39:48 UTC;Depósito em espécie;2321
57184;675;2022-12-30 00:00:00.764332 UTC;Depósito em espécie;2321
24805;511;2019-02-14 17:50:03 UTC;Depósito em espécie;2321
41341;951;2019-08-23 11:47:21 UTC;Depósito em espécie;2322
42867;384;2022-12-29 21:38:45 UTC;Depósito em espécie;2323
11179;656;2019-09-12 11:23:46 UTC;Depósito em espécie;2323
45901;545;2022-12-29 12:00:59 UTC;Pix - Recebido;2325
43141;751;2021-01-09 12:02:52 UTC;Pix - Recebido;2325
22829;622;2019-12-26 21:40:28 UTC;TED - Recebido;2325
367;367;2015-09-09 07:51:32 UTC;Depósito em espécie;2325
25912;389;2022-03-13 12:49:06 UTC;Transferência entre CC - Crédito;2325
9981;576;2017-05-31 20:27:55 UTC;Depósito em espécie;2326
14009;175;2016-01-17 06:45:13 UTC;Estorno de Debito;2327
45606;470;2022-12-03 01:27:49 UTC;Pix - Recebido;2328
68314;129;2020-02-27 22:14:07 UTC;Depósito em espécie;2329
737;737;2021-02-02 09:03:06 UTC;Depósito em espécie;2332
10266;445;2020-05-25 02:08:56 UTC;Transferência entre CC - Crédito;2332
59596;233;2018-04-08 07:45:37 UTC;Depósito em espécie;2334
24359;248;2020-08-19 07:14:04 UTC;Depósito em espécie;2334
52431;79;2022-12-30 00:00:00.012472 UTC;Pix - Recebido;2335
16893;545;2020-09-09 10:49:01 UTC;Depósito em espécie;2335
39131;816;2020-07-14 14:07:14 UTC;Depósito em espécie;2335
64681;295;2022-12-19 03:31:54 UTC;Pix - Recebido;2336
26674;189;2022-04-06 20:54:15 UTC;Pix - Recebido;2336
37278;925;2021-12-03 02:40:43 UTC;Depósito em espécie;2336
40185;355;2022-12-29 23:59:59.39769 UTC;Depósito em espécie;2337
14534;774;2019-05-26 13:00:51 UTC;Estorno de Debito;2338
38201;802;2017-04-12 04:52:42 UTC;Depósito em espécie;2338
57303;23;2022-12-24 19:37:36 UTC;Pix - Recebido;2341
71170;574;2022-07-03 22:39:55 UTC;Pix - Recebido;2341
51246;868;2022-12-30 00:00:00.61263 UTC;Depósito em espécie;2341
66081;275;2022-12-30 00:00:00.262986 UTC;Depósito em espécie;2342
42586;557;2022-10-11 23:57:20 UTC;Depósito em espécie;2342
7861;965;2017-08-01 01:22:54 UTC;Depósito em espécie;2342
62001;91;2022-12-29 14:04:37 UTC;Pix - Recebido;2343
22150;888;2016-07-21 14:40:19 UTC;Transferência entre CC - Crédito;2343
4610;340;2022-03-20 13:13:06 UTC;Pix - Recebido;2344
36158;468;2022-12-20 04:43:17 UTC;Pix - Recebido;2344
15291;435;2011-05-29 03:47:08 UTC;Depósito em espécie;2344
60062;481;2022-10-27 05:39:33 UTC;Pix - Recebido;2345
14250;781;2015-04-12 21:40:40 UTC;Depósito em espécie;2345
40908;249;2019-11-11 08:39:18 UTC;Depósito em espécie;2345
45168;123;2022-12-29 23:59:59.689697 UTC;Estorno de Debito;2346
49767;829;2022-12-30 00:00:00.929302 UTC;Pix - Recebido;2347
56679;897;2022-12-29 23:59:59.710497 UTC;Pix - Recebido;2348
38627;832;2016-02-10 17:22:42 UTC;Depósito em espécie;2354
26275;972;2018-08-09 10:24:58 UTC;Depósito em espécie;2355
11860;130;2021-06-30 12:43:54 UTC;Pix - Recebido;2356
373;373;2013-08-02 03:16:22 UTC;Depósito em espécie;2356
41031;421;2021-04-12 14:11:23 UTC;Depósito em espécie;2356
39192;845;2022-12-30 00:00:00.394635 UTC;Pix - Recebido;2357
12295;599;2020-08-25 23:24:37 UTC;Depósito em espécie;2357
40508;567;2015-04-14 11:42:06 UTC;Depósito em espécie;2358
31834;770;2022-12-29 23:59:59.901317 UTC;Pix - Recebido;2359
57934;628;2022-12-30 00:00:00.747928 UTC;Pix - Recebido;2359
26661;973;2022-11-19 23:08:17 UTC;Pix - Recebido;2359
5415;938;2017-03-17 23:21:59 UTC;Estorno de Debito;2359
60858;729;2022-12-29 20:36:55 UTC;Estorno de Debito;2359
19575;611;2019-10-01 02:42:41 UTC;Transferência entre CC - Crédito;2359
70865;352;2022-12-29 23:59:59.749026 UTC;Depósito em espécie;2361
4828;309;2016-04-16 16:54:42 UTC;Depósito em espécie;2362
63298;431;2018-06-14 14:11:57 UTC;Depósito em espécie;2362
56069;472;2022-12-30 00:00:00.187882 UTC;Estorno de Debito;2363
31783;303;2017-06-24 02:56:02 UTC;Depósito em espécie;2363
779;779;2014-04-21 22:42:40 UTC;Depósito em espécie;2364
16484;625;2021-11-10 12:28:48 UTC;Pix - Recebido;2365
50496;437;2022-12-29 23:59:59.034234 UTC;Depósito em espécie;2365
18474;792;2022-12-29 23:23:14 UTC;Pix - Recebido;2366
47050;736;2022-12-29 23:49:18 UTC;Pix - Recebido;2366
12186;258;2012-11-20 04:33:08 UTC;Depósito em espécie;2366
16702;823;2022-12-23 09:52:25 UTC;Depósito em espécie;2366
28571;302;2020-02-08 03:25:22 UTC;Depósito em espécie;2367
37302;517;2022-08-15 03:32:11 UTC;Pix - Recebido;2368
33112;142;2022-09-25 05:32:52 UTC;Pix - Recebido;2368
9034;879;2014-06-14 14:46:52 UTC;Depósito em espécie;2371
20231;229;2014-01-01 11:28:07 UTC;Depósito em espécie;2371
38922;247;2022-12-23 17:14:00 UTC;Depósito em espécie;2372
27408;922;2022-12-30 00:00:00.53295 UTC;Depósito em espécie;2373
9105;547;2013-07-12 05:39:24 UTC;Depósito em espécie;2374
69780;170;2023-01-11 09:04:20.482443 UTC;Pix - Recebido;2375
60649;583;2022-12-29 23:59:59.603935 UTC;Depósito em espécie;2375
59710;330;2022-12-29 23:59:59.082355 UTC;Depósito em espécie;2375
3882;592;2014-11-22 21:51:13 UTC;Depósito em espécie;2375
44036;528;2016-09-21 12:30:07 UTC;Depósito em espécie;2376
31668;833;2019-08-21 00:15:25 UTC;Depósito em espécie;2376
57382;734;2022-12-30 00:00:00.907015 UTC;Depósito em espécie;2376
2855;931;2020-11-19 01:16:31 UTC;Pix - Recebido;2377
54427;812;2022-05-10 02:50:42 UTC;Depósito em espécie;2377
61051;50;2022-12-30 00:00:00.423645 UTC;Depósito em espécie;2377
5322;835;2020-01-28 11:06:51 UTC;Depósito em espécie;2377
30544;818;2022-04-12 19:51:51 UTC;Depósito em espécie;2378
387;387;2014-02-15 11:04:37 UTC;Depósito em espécie;2378
69405;456;2022-04-04 18:43:33 UTC;Depósito em espécie;2378
70696;27;2022-12-30 00:00:00.343485 UTC;Transferência entre CC - Crédito;2378
9584;349;2019-04-14 22:43:23 UTC;Depósito em espécie;2379
13927;171;2022-12-15 13:21:39 UTC;Depósito em espécie;2379
35842;38;2022-12-05 22:02:57 UTC;Depósito em espécie;2381
11194;910;2016-05-30 20:39:57 UTC;Depósito em espécie;2381
70539;373;2016-10-01 19:25:02 UTC;Transferência entre CC - Crédito;2381
69686;278;2022-12-29 23:59:59.00909 UTC;Depósito em espécie;2383
4367;27;2022-11-11 06:14:14 UTC;Pix - Recebido;2385
65949;407;2021-06-17 15:40:52 UTC;Pix - Recebido;2385
71234;185;2021-03-04 19:53:30 UTC;Depósito em espécie;2385
517;517;2020-12-28 14:54:39 UTC;Depósito em espécie;2386
6670;304;2019-07-12 05:37:01 UTC;Depósito em espécie;2386
40781;993;2020-06-02 12:00:26 UTC;Depósito em espécie;2388
60766;384;2022-12-29 23:59:59.23191 UTC;Pix - Recebido;2389
5371;40;2015-10-14 23:16:13 UTC;Depósito em espécie;2391
27057;358;2021-05-15 17:48:45 UTC;Pix - Recebido;2393
50721;517;2022-12-13 03:55:09 UTC;Depósito em espécie;2394
49047;969;2022-12-08 12:08:32 UTC;Pix - Recebido;2397
15208;682;2022-04-10 14:43:46 UTC;Pix - Recebido;2398
18794;219;2022-06-18 23:16:49 UTC;Estorno de Debito;2399
13157;731;2018-03-21 05:24:30 UTC;Depósito em espécie;2399
61610;945;2022-10-15 17:56:13 UTC;Depósito em espécie;2401
35605;675;2022-12-29 23:59:38 UTC;Pix - Recebido;2402
30960;912;2021-05-13 11:48:53 UTC;Pix - Recebido;2403
17257;288;2019-06-17 12:11:06 UTC;Estorno de Debito;2403
58081;396;2022-12-30 00:00:00.840872 UTC;Pix - Recebido;2405
22307;667;2022-12-30 00:00:00 UTC;Pix - Recebido;2405
37331;159;2022-12-30 00:00:00.247377 UTC;Pix - Recebido;2405
54059;389;2022-12-29 23:59:59.120169 UTC;Depósito em espécie;2405
25314;409;2018-03-20 21:48:09 UTC;Depósito em espécie;2405
63940;364;2019-01-14 06:49:10 UTC;Depósito em espécie;2406
559;559;2011-02-23 22:00:06 UTC;TED - Recebido;2407
9501;517;2021-03-01 05:44:47 UTC;Depósito em espécie;2407
13325;86;2017-01-01 03:13:28 UTC;Depósito em espécie;2407
67892;716;2022-12-29 23:55:50 UTC;Depósito em espécie;2407
70503;623;2021-11-03 15:05:05 UTC;Pix - Recebido;2411
57191;693;2022-12-29 22:22:59 UTC;Pix - Recebido;2414
41115;797;2022-12-30 00:00:00.714095 UTC;Pix - Recebido;2415
8556;544;2018-12-15 22:03:47 UTC;Depósito em espécie;2415
3789;243;2020-06-11 09:39:12 UTC;Depósito em espécie;2415
47059;360;2022-11-03 11:35:40 UTC;Pix - Recebido;2416
8176;986;2016-03-02 15:39:52 UTC;Depósito em espécie;2417
59236;454;2022-12-29 23:59:59.037096 UTC;Pix - Recebido;2418
47476;414;2020-08-18 02:31:08 UTC;Depósito em espécie;2418
71477;130;2022-12-29 23:59:59.154984 UTC;Pix - Recebido;2419
7390;461;2021-06-08 06:04:28 UTC;Pix - Recebido;2419
18988;72;2022-09-13 02:37:28 UTC;Depósito em espécie;2419
61327;486;2022-08-13 00:30:26 UTC;Depósito em espécie;2419
905;905;2013-03-28 13:58:35 UTC;TED - Recebido;2420
36095;13;2023-01-08 07:02:40.699252 UTC;Pix - Recebido;2422
29529;82;2020-04-07 19:32:29 UTC;Depósito em espécie;2422
10567;662;2022-12-31 03:13:47.035758 UTC;Depósito em espécie;2422
4727;792;2019-10-14 21:22:52 UTC;Depósito em espécie;2423
5748;383;2017-07-06 23:59:18 UTC;Depósito em espécie;2423
47473;956;2022-12-29 23:31:00 UTC;Pix - Recebido;2424
32246;193;2021-08-26 04:00:07 UTC;Pix - Recebido;2425
25621;584;2015-06-08 03:04:37 UTC;Depósito em espécie;2425
42604;264;2022-11-20 21:23:55 UTC;Transferência entre CC - Crédito;2425
32365;522;2017-12-19 17:23:49 UTC;Estorno de Debito;2427
3912;280;2018-09-13 15:44:04 UTC;Estorno de Debito;2428
64931;389;2022-12-29 23:59:59.183268 UTC;Depósito em espécie;2429
27444;789;2022-06-30 12:05:30 UTC;Pix - Recebido;2431
35844;777;2022-12-29 23:59:59.858635 UTC;Depósito em espécie;2431
52659;366;2022-12-29 23:59:59.847168 UTC;Pix - Recebido;2434
52090;469;2022-12-29 23:59:59.246095 UTC;Pix - Recebido;2434
10374;965;2022-03-16 00:53:11 UTC;Depósito em espécie;2434
31078;513;2022-12-29 15:10:59 UTC;Pix - Recebido;2435
35801;578;2022-12-30 00:00:00.443978 UTC;Pix - Recebido;2435
57281;610;2022-12-29 23:59:59.10443 UTC;Pix - Recebido;2435
5795;634;2021-08-20 00:40:03 UTC;Pix - Recebido;2435
66083;421;2022-01-06 22:23:48 UTC;Depósito em espécie;2435
22765;573;2022-11-02 22:19:59 UTC;Pix - Recebido;2436
8282;133;2023-01-15 06:14:44.405339 UTC;Depósito em espécie;2436
12818;341;2017-01-04 14:24:15 UTC;Estorno de Debito;2437
61570;459;2021-05-22 06:58:48 UTC;Depósito em espécie;2437
16689;678;2018-07-31 03:23:32 UTC;Depósito em espécie;2438
14416;123;2022-05-29 08:04:10 UTC;Pix - Recebido;2439
19870;282;2018-02-09 11:48:48 UTC;Depósito em espécie;2439
9350;233;2015-01-18 07:25:30 UTC;Depósito em espécie;2439
42063;914;2021-04-19 22:42:05 UTC;Pix - Recebido;2441
6584;321;2020-10-03 06:33:04 UTC;Depósito em espécie;2443
40711;161;2019-02-07 03:34:00 UTC;Depósito em espécie;2443
68295;629;2022-12-29 12:53:04 UTC;Pix - Recebido;2444
24324;733;2021-09-07 16:21:52 UTC;Pix - Recebido;2444
19854;226;2020-10-10 03:56:07 UTC;TED - Recebido;2445
12234;813;2022-05-27 14:23:35 UTC;Depósito em espécie;2447
61867;398;2022-12-30 00:00:00.097591 UTC;Depósito em espécie;2449
614;614;2014-05-14 05:20:06 UTC;TED - Recebido;2450
1547;836;2022-09-07 17:20:16 UTC;Depósito em espécie;2452
35759;633;2016-08-14 21:41:06 UTC;Depósito em espécie;2453
52722;101;2022-09-02 21:53:30 UTC;Pix - Recebido;2455
39890;105;2022-12-26 23:36:15 UTC;Pix - Recebido;2455
46493;462;2019-01-03 08:40:28 UTC;Depósito em espécie;2455
35572;929;2021-09-06 16:29:14 UTC;Pix - Recebido;2456
56942;434;2022-07-01 10:38:52 UTC;Pix - Recebido;2456
14595;334;2019-08-28 12:14:36 UTC;Depósito em espécie;2457
23471;38;2022-10-13 03:55:38 UTC;Depósito em espécie;2458
65802;51;2022-12-29 23:59:59.176946 UTC;Pix - Recebido;2459
44009;19;2022-01-04 11:26:57 UTC;Depósito em espécie;2459
